Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
31017;Jean Moulin - Paul Doumer;OUI;20;20;0;0;0;OUI;OUI;2022-03-10T15:56:58+01:00;48.8622179854695,2.45533436536789;Montreuil;
5029;Georges Bernanos - Port Royal;OUI;30;26;4;0;4;OUI;OUI;2022-03-10T15:57:28+01:00;48.84014521347377,2.3373574018478394;Paris;
23006;Jules Guesde - Alsace;OUI;25;16;7;1;6;OUI;OUI;2022-03-10T15:57:06+01:00;48.89056627550627,2.295077741146088;Levallois-Perret;
15125;Parc Suzanne Lenglen;OUI;52;13;38;21;17;OUI;OUI;2022-03-10T15:58:22+01:00;48.833250690537874,2.2765403240919113;Paris;
18114;Véron - Lepic;OUI;23;21;1;0;1;OUI;OUI;2022-03-10T15:56:22+01:00;48.88526123395252,2.334559857845307;Paris;
13515;Auguste Blanqui - Glacière;OUI;60;50;8;6;2;OUI;OUI;2022-03-10T15:57:20+01:00;48.831151602964354,2.3438221961259837;Paris;
13117;Stade Georges Carpentier;OUI;40;34;6;4;2;OUI;OUI;2022-03-10T15:57:46+01:00;48.82048243838136,2.366832196712494;Paris;
21118;Neuilly - Petit;OUI;16;7;9;5;4;OUI;OUI;2022-03-10T15:56:35+01:00;48.898965361341254,2.29627937078476;Clichy;
92005;Gare de Nanterre Ville;OUI;43;11;29;24;5;OUI;OUI;2022-03-10T15:58:24+01:00;48.8950295,2.1957932;Nanterre;
5034;Censier - Santeuil;OUI;69;13;55;46;9;OUI;OUI;2022-03-10T15:57:07+01:00;48.840658921385234,2.3537524044513702;Paris;
22103;Senard - Charles Blum;OUI;24;19;4;0;4;OUI;OUI;2022-03-10T15:53:54+01:00;48.857315824799,2.221091687679291;Saint-Cloud;
22013;Mairie de Neuilly sur Seine;OUI;31;11;19;1;18;OUI;OUI;2022-03-10T15:55:27+01:00;48.88494728765838,2.2677031159400944;Neuilly-sur-Seine;
22009;Charles de Gaulle - Orléans;OUI;26;13;12;6;6;OUI;OUI;2022-03-10T15:58:02+01:00;48.88092225101522,2.271581590175629;Neuilly-sur-Seine;
21115;Chancé Milly - Cimetière Communal Sud;OUI;32;27;3;0;3;OUI;OUI;2022-03-10T15:58:18+01:00;48.89687189382465,2.303922325372696;Clichy;
21120;Docteur Calmette - Martre;NON;30;0;0;0;0;NON;NON;2021-11-24T12:52:15+01:00;48.89896935848292,2.308651325238316;Clichy;
19025;Botzaris - Crimée;OUI;21;18;2;0;2;OUI;OUI;2022-03-10T15:58:28+01:00;48.87959698690176,2.3887913337477067;Paris;
12125;Pyramide - Parc Floral;OUI;50;37;11;2;9;OUI;OUI;2022-03-10T15:56:32+01:00;48.837442,2.440452;Paris;
16009;Saint-Didier - Raymond Poincaré;OUI;17;15;2;0;2;OUI;OUI;2022-03-10T15:58:28+01:00;48.86642312020962,2.285863497192411;Paris;
31101;Jules Guesde - Laennec;OUI;19;11;7;1;6;OUI;OUI;2022-03-10T15:58:06+01:00;48.87628983900398,2.5006942078471184;Rosny-sous-Bois;
15072;Place Fernand Forest;OUI;33;1;30;29;1;OUI;OUI;2022-03-10T15:58:29+01:00;48.849269143835926,2.2818631678819656;Paris;
31026;Demi-Lune - Aristide Briand;OUI;20;20;0;0;0;OUI;OUI;2022-03-10T15:52:02+01:00;48.87626381919953,2.4562818557024;Montreuil;
21708;Marcel Yol - Jullien;OUI;30;7;23;0;23;OUI;OUI;2022-03-10T15:57:18+01:00;48.82537611802588,2.287235018058929;Vanves;
20004;Commandant l'Herminier - Gallieni;OUI;17;15;1;1;0;OUI;OUI;2022-03-10T15:57:44+01:00;48.847040552603,2.4160453677177;Paris;
10017;Gare de l'Est - Fidélité;OUI;15;4;10;2;8;OUI;OUI;2022-03-10T15:56:42+01:00;48.874575,2.356796;Paris;
17001;Guy Môquet - Saint-Ouen;OUI;53;51;1;0;1;OUI;OUI;2022-03-10T15:54:06+01:00;48.892777719023975,2.3270335793495183;Paris;
20039;Belleville - Couronnes;OUI;50;48;1;1;0;OUI;OUI;2022-03-10T15:57:00+01:00;48.86883108287741,2.380986213684082;Paris;
19113;Pré Saint-Gervais - Lilas;OUI;28;23;5;0;5;OUI;OUI;2022-03-10T15:58:01+01:00;48.87787062698808,2.39590734243393;Paris;
13048;Wurtz - Tolbiac;OUI;28;25;3;1;2;OUI;OUI;2022-03-10T15:56:52+01:00;48.82631195621006,2.344585955142975;Paris;
35004;Place du Président Salvador Allende;OUI;60;55;4;1;3;OUI;OUI;2022-03-10T15:57:55+01:00;48.897307310356055,2.40079153681279;Pantin;
42304;Marc Sangnier - Division Leclerc;OUI;24;3;21;18;3;OUI;OUI;2022-03-10T15:58:13+01:00;48.78599652305309,2.329955510795116;Cachan;
8011;Clapeyron - Moscou;OUI;15;14;1;0;1;OUI;OUI;2022-03-10T15:57:53+01:00;48.88078819514121,2.324815057218075;Paris;
11109;Pierre Levée - Fontaine Timbaud;OUI;23;19;3;3;0;OUI;OUI;2022-03-10T15:58:24+01:00;48.86632723374305,2.3711163550615306;Paris;
13020;Paul Klee - Place Augusta Holmes;OUI;43;4;37;17;20;OUI;OUI;2022-03-10T15:56:42+01:00;48.838946417408025,2.3704235663952966;Paris;
21316;Cimetière d'Issy-les-Moulineaux;OUI;24;22;2;0;2;OUI;OUI;2022-03-10T15:55:50+01:00;48.81769977392539,2.260931208729744;Issy-les-Moulineaux;
11031;Jacquard - Ternaux;OUI;39;30;7;7;0;OUI;OUI;2022-03-10T15:58:27+01:00;48.8646605,2.373162;Paris;
10012;Vinaigriers - Magenta;OUI;25;21;2;1;1;OUI;OUI;2022-03-10T15:57:30+01:00;48.8731167,2.3593052;Paris;
15019;Paul Barruel - Vaugirard;OUI;39;35;4;2;2;OUI;OUI;2022-03-10T15:50:26+01:00;48.84014918546239,2.3044332861900334;Paris;
15052;Convention - Vaugirard;OUI;48;36;9;6;3;OUI;OUI;2022-03-10T15:58:24+01:00;48.83767682233156,2.295586926020252;Paris;
12006;Gare de Lyon - Van Gogh;OUI;51;0;50;33;17;OUI;OUI;2022-03-10T15:58:20+01:00;48.8438397856433,2.370445024035681;Paris;
31021;Résistance - Hoche;OUI;29;24;5;0;5;OUI;OUI;2022-03-10T15:56:52+01:00;48.864273423741956,2.435784414410591;Montreuil;
16007;Longchamp - Place d'Iéna;OUI;40;13;24;5;19;OUI;OUI;2022-03-10T15:55:10+01:00;48.86491723343388,2.2926748171448708;Paris;
44002;Paul Vaillant-Couturier - Gare RER;OUI;26;1;24;20;4;OUI;OUI;2022-03-10T15:57:38+01:00;48.80108159069614,2.402097210288048;Vitry-sur-Seine;
10110;Louis Blanc - Jemmapes;OUI;31;30;0;0;0;OUI;OUI;2022-03-10T15:56:46+01:00;48.879330755297346,2.368448562920093;Paris;
21030;Fessart - Château;OUI;20;15;5;4;1;OUI;OUI;2022-03-10T15:57:22+01:00;48.84245,2.23989;Boulogne-Billancourt;
10037;Quai de Valmy;OUI;26;25;1;1;0;OUI;OUI;2022-03-10T15:53:11+01:00;48.88126951579429,2.368186041712761;Paris;
17039;Place Saint-Ferdinand;OUI;38;30;8;3;5;OUI;OUI;2022-03-10T15:53:32+01:00;48.87815529789739,2.288518047864942;Paris;
20002;Square de la rue Pixérécourt;OUI;15;14;0;0;0;OUI;OUI;2022-03-10T15:58:01+01:00;48.8736824,2.3960278;Paris;
22604;Hôtel de Ville de Fontenay-aux-Roses;OUI;34;22;12;11;1;OUI;OUI;2022-03-10T15:58:00+01:00;48.790844603480856,2.2871455930319455;Fontenay-aux-Roses;
9036;Athènes - Clichy;OUI;20;12;8;1;7;OUI;OUI;2022-03-10T15:50:27+01:00;48.878113787876,2.32956021945824;Paris;
20009;Docteurs Déjérine - Pte de Montreuil;OUI;20;19;0;0;0;OUI;OUI;2022-03-10T15:56:59+01:00;48.85398448133697,2.41208288897222;Paris;
31707;Edouard Vaillant - Galliéni;OUI;49;49;0;0;0;NON;NON;2020-08-14T04:12:17+02:00;48.85846288166117,2.4147954583168034;Bagnolet;
17033;Carnot - Général Lanrezac;OUI;30;30;0;0;0;NON;NON;2021-10-25T10:41:59+02:00;48.8754438707356,2.2938242935035684;Paris;
12150;Bastille - Quai de la Rapée;OUI;27;2;25;22;3;OUI;OUI;2022-03-10T15:55:51+01:00;48.84682410855044,2.366936467587948;Paris;
21213;Vanne - Général de Gaulle;OUI;25;20;5;3;2;OUI;OUI;2022-03-10T15:51:27+01:00;48.815007,2.328318;Montrouge;
10152;Gare du Nord - Place de Valenciennes;OUI;25;25;0;0;0;OUI;OUI;2022-03-10T15:57:14+01:00;48.879089,2.354235;Paris;
16101;Malakoff - Place de la Porte Maillot;OUI;31;11;5;0;5;OUI;OUI;2022-03-10T15:55:25+01:00;48.876733496637506,2.2834577411413193;Paris;
16014;Eylau - Trocadéro;OUI;24;20;4;3;1;OUI;OUI;2022-03-10T15:57:25+01:00;48.863354122370744,2.2864209115505223;Paris;
21702;Gare SNCF Vanves-Malakoff;OUI;51;48;3;0;3;OUI;OUI;2022-03-10T15:58:21+01:00;48.819002163836444,2.292150005103606;Vanves;
13027;Mazagran - Pierre de Coubertin;OUI;15;12;2;2;0;OUI;OUI;2022-03-10T15:57:58+01:00;48.816218640260445,2.344226874411106;Paris;
11032;Jean-Pierre Timbaud - Vaucouleurs;OUI;47;38;9;4;5;OUI;OUI;2022-03-10T15:57:22+01:00;48.867937,2.377885;Paris;
17029;Pierre Demours - Laugier;OUI;37;35;2;2;0;OUI;OUI;2022-03-10T15:58:17+01:00;48.8813072,2.294846;Paris;
21028;Pierre Lefaucheux - Traversière;OUI;35;5;30;21;9;OUI;OUI;2022-03-10T15:58:07+01:00;48.82435208303827,2.2417913004755974;Boulogne-Billancourt;
13039;Ivry - Simone Weil;OUI;18;16;2;0;2;OUI;OUI;2022-03-10T15:55:08+01:00;48.823283932030755,2.3659095168113713;Paris;
42003;Place de l'Insurrection d'Août 1944;OUI;30;4;26;19;7;OUI;OUI;2022-03-10T15:55:36+01:00;48.81477852751594,2.398074567317963;Ivry-sur-Seine;
10004;Metz - Faubourg Saint-Denis;OUI;48;25;22;18;4;OUI;OUI;2022-03-10T15:58:11+01:00;48.870893,2.353521;Paris;
20007;Buzenval - Avron;OUI;50;48;2;1;1;OUI;OUI;2022-03-10T15:57:05+01:00;48.851617204998654,2.401513597307666;Paris;
6024;Saint-Germain-des-Prés;OUI;26;5;21;11;10;OUI;OUI;2022-03-10T15:58:20+01:00;48.85418510815204,2.330305874347687;Paris;
32301;Mairie de Romainville;OUI;17;8;8;1;7;OUI;OUI;2022-03-10T15:52:51+01:00;48.885109,2.435679;Romainville;
11103;Pelée - Alphonse Baudin;OUI;38;30;8;7;1;OUI;OUI;2022-03-10T15:57:05+01:00;48.8600265,2.3710541;Paris;
10018;Square Alban Satragne;OUI;30;24;4;0;4;OUI;OUI;2022-03-10T15:57:57+01:00;48.875388227727306,2.355956733335916;Paris;
10153;Gare du Nord - Denain;OUI;20;15;4;1;3;OUI;OUI;2022-03-10T15:56:39+01:00;48.879595787608096,2.3544725775718693;Paris;
22008;Charles de Gaulle - Graviers;OUI;28;18;10;4;6;OUI;OUI;2022-03-10T15:58:26+01:00;48.88315175918637,2.2648814320564274;Neuilly-sur-Seine;
8008;Joseph Sansboeuf - Saint Lazare;OUI;18;4;14;13;1;OUI;OUI;2022-03-10T15:57:06+01:00;48.87531563065266,2.3229019716382027;Paris;
31025;Paul Signac - Aristide Briand;OUI;35;31;3;0;3;OUI;OUI;2022-03-10T15:56:12+01:00;48.86950262156371,2.4502260982990265;Montreuil;
21203;Place Jules Ferry;OUI;28;24;4;2;2;OUI;OUI;2022-03-10T15:50:06+01:00;48.812107928414775,2.325837314128876;Montrouge;
13033;Porte d'Italie;OUI;13;12;1;0;1;OUI;OUI;2022-03-10T15:58:24+01:00;48.817161987718954,2.360236309468746;Paris;
14101;Gare Montparnasse - Edgar Quinet;OUI;33;25;8;7;1;OUI;OUI;2022-03-10T15:57:44+01:00;48.841487851078895,2.3233232282800524;Paris;
20108;Jardin de l'Hospice Debrousse;OUI;23;23;0;0;0;OUI;OUI;2022-03-10T15:52:58+01:00;48.861451061938,2.405686005949974;Paris;
21029;Cours de l'Ile Seguin - Parc Billancourt;OUI;29;9;20;11;9;OUI;OUI;2022-03-10T15:53:44+01:00;48.82714055843935,2.234234511852265;Boulogne-Billancourt;
20122;Vitruve - Davout;OUI;23;21;2;0;2;OUI;OUI;2022-03-10T15:49:21+01:00;48.86053161154489,2.4091592812626543;Paris;
7111;Ecole Militaire - Place Joffre;OUI;26;1;25;22;3;OUI;OUI;2022-03-10T15:57:03+01:00;48.852060203582795,2.301799356937409;Paris;
13126;Place Nationale - Château-des-Rentiers;OUI;18;17;1;0;1;OUI;OUI;2022-03-10T15:49:48+01:00;48.829566,2.365053;Paris;
41210;Hôtel de ville de Fontenay-sous-Bois;OUI;20;20;0;0;0;OUI;OUI;2022-03-10T15:54:28+01:00;48.84949749106274,2.4750164151191716;Fontenay-sous-Bois;
11038;Temple - Charlot;OUI;45;1;43;38;5;OUI;OUI;2022-03-10T15:54:34+01:00;48.86570934379584,2.365273725072355;Paris;
16115;Raffet - Montmorency;OUI;42;34;8;0;8;OUI;OUI;2022-03-10T15:56:54+01:00;48.85258670812,2.2629252456151954;Paris;
4003;Quai aux Fleurs - Pont Saint-Louis;OUI;21;0;18;13;5;OUI;OUI;2022-03-10T15:58:16+01:00;48.85291595620935,2.352195717394352;Paris;
15123;Commerce - Letellier;OUI;44;33;11;4;7;OUI;OUI;2022-03-10T15:56:17+01:00;48.84797660373612,2.2966245196598805;Paris;
4001;Arcole - Notre-Dame;OUI;31;6;22;16;6;OUI;OUI;2022-03-10T15:55:35+01:00;48.85388354132773,2.3493797332048416;Paris;
21307;Victor Cresson - Telles de la Poterie;OUI;31;6;24;16;8;OUI;OUI;2022-03-10T15:58:17+01:00;48.82269884297945,2.2686498274963633;Issy-les-Moulineaux;
11021;Charonne - Pierre Bayle;OUI;23;23;0;0;0;OUI;OUI;2022-03-10T15:51:29+01:00;48.858445054261914,2.39039812238911;Paris;
13121;Bruneseau - Quai d'Ivry;OUI;48;12;34;30;4;OUI;OUI;2022-03-10T15:58:26+01:00;48.82494563758295,2.388566136360169;Ivry-sur-Seine;
14131;Jourdan - Monticelli;OUI;30;27;2;0;2;OUI;OUI;2022-03-10T15:56:47+01:00;48.822032,2.329095;Paris;
21031;Cimetière de Boulogne-Billancourt;OUI;40;14;25;20;5;OUI;OUI;2022-03-10T15:56:28+01:00;48.830764,2.252024;Boulogne-Billancourt;
44007;Camille Groult - Guy Môquet;OUI;22;8;14;14;0;OUI;OUI;2022-03-10T15:57:42+01:00;48.787482746521306,2.3976725712418556;Vitry-sur-Seine;
16024;Ranelagh - Maison de la Radio;OUI;22;9;12;8;4;OUI;OUI;2022-03-10T15:56:06+01:00;48.85293603169479,2.280449643731117;Paris;
6008;Assas - Luxembourg;OUI;33;19;10;2;8;OUI;OUI;2022-03-10T15:57:36+01:00;48.84373446877937,2.333428381875887;Paris;
15043;Brancion - Lefebvre;OUI;11;8;3;0;3;OUI;OUI;2022-03-10T15:51:27+01:00;48.82900222785569,2.301431038163409;Paris;
13106;Bobillot - Paulin Mery;OUI;23;21;1;0;1;OUI;OUI;2022-03-10T15:53:40+01:00;48.829899841747384,2.3543356766748507;Paris;
5107;Pontoise - La Tournelle;OUI;23;8;14;9;5;OUI;OUI;2022-03-10T15:53:36+01:00;48.85045800918843,2.352454275492188;Paris;
42501;Raspail - Albert Schweitzer;OUI;28;12;14;13;1;OUI;OUI;2022-03-10T15:56:35+01:00;48.81031545,2.34395871;Gentilly;
42305;Vanne - Saussaies;OUI;20;10;10;0;10;OUI;OUI;2022-03-10T15:51:00+01:00;48.786404,2.338848;Cachan;
35001;Jean Jaurès - Ouvrières Pivéreuses;OUI;20;9;11;5;6;OUI;OUI;2022-03-10T15:50:52+01:00;48.91042343752563,2.399576604366303;Pantin;
16003;André Maurois - Joseph et Marie Hackin;OUI;29;17;11;9;2;OUI;OUI;2022-03-10T15:58:00+01:00;48.8778983,2.2789591;Paris;
13109;Brillat-Savarin - Küss;OUI;21;18;2;1;1;OUI;OUI;2022-03-10T15:52:48+01:00;48.822203,2.350422;Paris;
9101;Cadet - La Fayette;OUI;19;4;9;8;1;OUI;OUI;2022-03-10T15:56:25+01:00;48.87560163267239,2.343570403754711;Paris;
4002;Marché aux fleurs;OUI;23;6;15;11;4;OUI;OUI;2022-03-10T15:58:25+01:00;48.85525811539143,2.3473754525184636;Paris;
12043;Daumesnil - Hébrard;OUI;40;22;17;12;5;OUI;OUI;2022-03-10T15:57:34+01:00;48.8429,2.38474;Paris;
21204;Estienne d'Orves - Henri Ginoux;OUI;31;31;0;0;0;OUI;OUI;2022-03-10T15:52:34+01:00;48.815388220397274,2.320886790760933;Montrouge;
22501;Théâtre de La Garenne;OUI;20;18;1;0;1;OUI;OUI;2022-03-10T15:57:27+01:00;48.905768309295276,2.2353921022349748;La Garenne-Colombes;
43001;Paris - Laitières;OUI;22;11;10;3;7;OUI;OUI;2022-03-10T15:57:58+01:00;48.84630274151258,2.4207553267478947;Vincennes;
16030;Place de Barcelone - Mirabeau;OUI;55;11;40;35;5;OUI;OUI;2022-03-10T15:58:02+01:00;48.84762302736417,2.2735664248466496;Paris;
17003;Jacques Kellner - Saint-Ouen;OUI;45;43;2;2;0;OUI;OUI;2022-03-10T15:56:42+01:00;48.895809485802886,2.327897409164145;Paris;
21219;Amaury Duval - Gabriel Péri;OUI;36;35;1;0;1;OUI;OUI;2022-03-10T15:49:12+01:00;48.81718759671675,2.323841750621796;Montrouge;
15030;Emeriau - Beaugrenelle;OUI;74;13;61;60;1;OUI;OUI;2022-03-10T15:58:05+01:00;48.84791249714942,2.2843059897422795;Paris;
13128;Quai de la Gare - Pont de Bercy;OUI;30;5;24;19;5;OUI;OUI;2022-03-10T15:58:25+01:00;48.837307879720484,2.3740861260598494;Paris;
9114;Faubourg Poissonnière - Dunkerque;OUI;30;28;1;1;0;OUI;OUI;2022-03-10T15:55:21+01:00;48.880883445404436,2.349934279918671;Paris;
5014;Jean Calvin - Tournefort;OUI;28;26;0;0;0;OUI;OUI;2022-03-10T15:55:36+01:00;48.84158856925782,2.348489575088024;Paris;
12007;Gare de Lyon - Chalon;OUI;45;1;44;38;6;OUI;OUI;2022-03-10T15:57:57+01:00;48.84566619420225,2.3741452395915985;Paris;
13011;Hôpital - Campo-Formio;OUI;16;13;3;2;1;OUI;OUI;2022-03-10T15:58:25+01:00;48.835405,2.358218;Paris;
47001;Place de la Gare;OUI;46;24;22;20;2;OUI;OUI;2022-03-10T15:55:38+01:00;48.80253358011283,2.4275037646293645;Maisons-Alfort;
32011;Stade de France;OUI;44;4;40;13;27;OUI;OUI;2022-03-10T15:55:44+01:00;48.919141953558054,2.362065576016903;Saint-Denis;
44101;Place Mongolfier;OUI;39;5;32;32;0;OUI;OUI;2022-03-10T15:58:06+01:00;48.815160030060376,2.4592879414558415;Saint-Maurice;
42701;Charles Gide - Fort de Bicêtre;OUI;30;22;8;0;8;OUI;OUI;2022-03-10T15:50:03+01:00;48.8071937956922,2.353984415531159;Le Kremlin-Bicêtre;
31007;Paris - Désiré Préaux;OUI;49;45;4;1;3;OUI;OUI;2022-03-10T15:49:15+01:00;48.85742876694898,2.4323049187660217;Montreuil;
16020;Place de la Porte de Passy;OUI;36;31;5;0;5;OUI;OUI;2022-03-10T15:54:15+01:00;48.857341095470794,2.2644165538827115;Paris;
27004;Gare de la Garenne-Colombes;OUI;28;5;23;8;15;OUI;OUI;2022-03-10T15:57:43+01:00;48.909752,2.239145;Colombes;
18027;Damrémont - Ordener;OUI;30;27;3;1;2;OUI;OUI;2022-03-10T15:56:44+01:00;48.893400392981874,2.336266523912805;Paris;
22303;Lucien Lanternier - Le Luth;OUI;27;14;13;7;6;OUI;OUI;2022-03-10T15:56:33+01:00;48.93159430558871,2.2889783978462224;Gennevilliers;
8020;Batignolles - Beudant;OUI;44;43;1;0;1;OUI;OUI;2022-03-10T15:55:22+01:00;48.88216401466375,2.319852970540523;Paris;
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;20;19;0;0;0;OUI;OUI;2022-03-10T15:49:06+01:00;48.8799933,2.2072437;Nanterre;
17015;Place de Lévis;OUI;48;42;3;1;2;OUI;OUI;2022-03-10T15:57:49+01:00;48.883546851533254,2.3131933808326726;Paris;
16002;Pergolèse - Malakoff;OUI;38;7;2;1;1;OUI;OUI;2022-03-10T15:58:27+01:00;48.87521088779225,2.2842781618237495;Paris;
15023;La Motte-Picquet - Grenelle;OUI;34;16;15;13;2;OUI;OUI;2022-03-10T15:55:59+01:00;48.84858321339195,2.299347817897797;Paris;
19128;Quai de l'Oise - Aisne;OUI;30;22;6;0;6;OUI;OUI;2022-03-10T15:55:37+01:00;48.8906231,2.3833701;Paris;
8549;George V - Christophe Colomb;OUI;24;2;22;9;13;OUI;OUI;2022-03-10T15:58:15+01:00;48.87046,2.30104;Paris;
22408;Place du 14 Juillet;OUI;22;6;11;3;8;OUI;OUI;2022-03-10T14:30:30+01:00;48.8192669595252,2.30119988322258;Malakoff;
23003;Président Wilson - Baudin;OUI;28;0;28;12;16;OUI;OUI;2022-03-10T15:58:22+01:00;48.89826887103676,2.2849336266517644;Levallois-Perret;
11017;Charonne - Bureau;OUI;47;37;8;4;4;OUI;OUI;2022-03-10T15:56:31+01:00;48.854176,2.396093;Paris;
4016;Lobau - Hôtel de Ville;OUI;60;2;58;53;5;OUI;OUI;2022-03-10T15:58:11+01:00;48.8562118,2.3532536;Paris;
6027;Blaise-Desgoffe - Vaugirard;OUI;32;19;13;11;2;OUI;OUI;2022-03-10T15:57:06+01:00;48.84612887774711,2.324267216026783;Paris;
17023;Porte d'Asnières;OUI;36;34;2;1;1;OUI;OUI;2022-03-10T15:56:50+01:00;48.89035817610495,2.3036286234855656;Paris;
21401;Mairie de Clamart;OUI;33;29;3;0;3;OUI;OUI;2022-03-10T15:55:43+01:00;48.800612,2.262151;Clamart;
19108;Gaston Tessier - Rosa Parks RER;OUI;37;22;14;12;2;OUI;OUI;2022-03-10T15:57:55+01:00;48.8963765,2.3743692;Paris;
13044;Place Jeanne d'Arc;OUI;36;32;4;1;3;OUI;OUI;2022-03-10T15:50:12+01:00;48.829575,2.369126;Paris;
10105;Mazagran - Bonne Nouvelle;OUI;25;16;6;3;3;OUI;OUI;2022-03-10T15:57:53+01:00;48.870047123655254,2.351124845445156;Paris;
9027;Douai - Pierre Fontaine;OUI;25;23;1;0;1;OUI;OUI;2022-03-10T15:55:59+01:00;48.88229101148092,2.33324121683836;Paris;
42209;Place de l'Europe - Quai de Bercy;OUI;17;7;10;6;4;OUI;OUI;2022-03-10T15:49:38+01:00;48.82529858840266,2.3945679143071175;Charenton-le-Pont;
17108;Bessières - Porte de Clichy;OUI;33;2;28;26;2;OUI;OUI;2022-03-10T15:55:03+01:00;48.89611762451474,2.31790903955698;Paris;
22206;Louis Pasteur - Albert Petit;OUI;31;29;2;0;2;OUI;OUI;2022-03-10T15:52:59+01:00;48.796261,2.317289;Bagneux;
41205;Maréchal Joffre - Verdun;OUI;20;19;1;0;1;OUI;OUI;2022-03-10T15:53:06+01:00;48.85385,2.470307;Fontenay-sous-Bois;
21217;Louis Rolland - République;OUI;26;14;9;3;6;OUI;OUI;2022-03-10T15:57:09+01:00;48.81710889740748,2.3193106434955717;Montrouge;
4020;Place Edmond Michelet;OUI;23;1;19;17;2;OUI;OUI;2022-03-10T15:54:58+01:00;48.860134890541865,2.350063696503639;Paris;
15064;Javel - André Citroën;OUI;45;0;45;40;5;OUI;OUI;2022-03-10T15:58:16+01:00;48.846276485475,2.2786368057131767;Paris;
15022;Emile Zola - Fondary;OUI;42;9;33;33;0;OUI;OUI;2022-03-10T15:54:14+01:00;48.847051143113745,2.2953405976295476;Paris;
16011;Victor Hugo - La Pompe;OUI;41;38;2;0;2;OUI;OUI;2022-03-10T15:57:51+01:00;48.86795222470859,2.28146318346262;Paris;
9024;Taitbout - La Fayette;OUI;53;7;45;27;18;OUI;OUI;2022-03-10T15:57:43+01:00;48.87332988919973,2.3352625966072087;Paris;
25001;Colmar - Victor Hugo;OUI;32;7;24;9;15;OUI;OUI;2022-03-10T15:55:19+01:00;48.88652251096166,2.173960916697979;Rueil-Malmaison;
16001;Portugais - Kléber;OUI;26;5;19;1;18;OUI;OUI;2022-03-10T15:58:21+01:00;48.8712148,2.2937349;Paris;
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;41;35;5;1;4;OUI;OUI;2022-03-10T15:54:33+01:00;48.82764910240992,2.326196730136872;Paris;
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;1;28;20;8;OUI;OUI;2022-03-10T15:57:41+01:00;48.8343883676388,2.2656820714473724;Paris;
35007;Benjamin Delessert - Jean Lolive;OUI;21;19;0;0;0;OUI;OUI;2022-03-10T15:58:02+01:00;48.89392043619345,2.417981922626496;Pantin;
1021;Halles - Bourdonnais;OUI;20;0;18;15;3;OUI;OUI;2022-03-10T15:55:35+01:00;48.86044899257468,2.3460162431001663;Paris;
13032;Italie - Jardin Joan Miro;OUI;26;24;2;0;2;OUI;OUI;2022-03-10T15:57:20+01:00;48.81990914045756,2.3592948541045193;Paris;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;33;1;0;1;OUI;OUI;2022-03-10T15:58:26+01:00;48.8453579,2.3965022;Paris;
41101;Paul Doumer - Stalingrad;OUI;24;10;14;12;2;OUI;OUI;2022-03-10T15:57:25+01:00;48.806518992198676,2.3368880152702336;Arcueil;
44016;Balzac - Olympes de Gouges;OUI;28;17;11;6;5;OUI;OUI;2022-03-10T15:49:59+01:00;48.77850332486751,2.4006786569952965;Vitry-sur-Seine;
8037;Monceau - Malesherbes;OUI;38;14;24;12;12;OUI;OUI;2022-03-10T15:58:19+01:00;48.8795079,2.3145456;Paris;
17119;Toqueville - Cardinet;OUI;33;28;5;0;5;OUI;OUI;2022-03-10T15:57:56+01:00;48.88490187110713,2.3109393194317818;Paris;
18038;Rond-Point de la Chapelle;OUI;49;42;6;5;1;OUI;OUI;2022-03-10T15:53:12+01:00;48.895126609314104,2.359971106052399;Paris;
15071;Suffren - Champ de Mars;OUI;23;4;19;18;1;OUI;OUI;2022-03-10T15:57:39+01:00;48.8547194,2.2952168;Paris;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;4;31;12;19;OUI;OUI;2022-03-10T15:55:07+01:00;48.89819702263572,2.293848017974069;Levallois-Perret;
32601;Porte des Lilas - Faidherbe;OUI;39;38;0;0;0;OUI;OUI;2022-03-10T15:55:55+01:00;48.87861855668978,2.4120327830314636;Les Lilas;
43010;La Jarry - Place Diderot;OUI;25;22;2;0;2;OUI;OUI;2022-03-10T15:58:29+01:00;48.849726940367326,2.452013790607453;Vincennes;
15102;Square Bela Bartok;OUI;24;2;22;19;3;OUI;OUI;2022-03-10T15:58:08+01:00;48.85120156830401,2.2846536710858345;Paris;
17107;Berthier - Place Stuart Merril;OUI;37;33;3;0;3;OUI;OUI;2022-03-10T15:57:51+01:00;48.885927922355044,2.2933450341224675;Paris;
27005;Gare du Stade;OUI;20;2;18;13;5;OUI;OUI;2022-03-10T15:57:20+01:00;48.9312676,2.2603778;Colombes;
15004;Vaugirard - Pasteur;OUI;21;17;4;3;1;OUI;OUI;2022-03-10T15:57:28+01:00;48.84040868803496,2.3154367133975033;Paris;
